truck_type,departure_date,from_city,to_city,capacity,distance_km,season,price,demand
Heavy Commercial Vehicles,2023-06-30,Indore,Jamshedpur,30,1062.29,2,19709.02,1517.37
Light Commercial Vehicles,2024-03-06,Visakhapatnam,Ranchi,10,663.18,1,7834.54,1057.52
Container trucks,2025-12-12,Allahabad,Rajkot,40,1176.67,0,20022.38,1296.95
Heavy Commercial Vehicles,2023-10-13,Bhopal,Pune,30,641.96,3,13660.74,1274.49
Medium Commercial Vehicles,2024-05-23,Kozhikode,Pune,20,829.68,1,12702.21,1240.62
Medium Commercial Vehicles,2023-11-01,Bhavnagar,Jamshedpur,20,1452.04,3,17696.24,980.0
Heavy Commercial Vehicles,2023-01-19,Vijayawada,Mangalore,30,739.51,0,13686.68,1248.4
Container trucks,2025-04-09,Jhansi,Dhanbad,40,816.7,1,18885.24,1520.09
Medium Commercial Vehicles,2025-11-20,Mumbai,Bhopal,20,660.49,3,10959.57,1260.41
Heavy Commercial Vehicles,2025-07-10,Delhi,Rajkot,30,950.28,2,18212.38,1367.45
Trailer trucks,2024-09-27,Mumbai,Surat,50,231.89,3,16466.44,1663.46
Heavy Commercial Vehicles,2024-10-03,Ranchi,Bilaspur,30,354.37,3,12175.7,1342.1
Container trucks,2023-02-20,Amritsar,Chennai,40,2127.36,0,27366.75,1064.55
Trailer trucks,2025-03-25,Rajkot,Jodhpur,50,490.75,1,18461.6,1644.33
Container trucks,2023-06-04,Chennai,Warangal,40,546.57,2,18299.76,1785.14
Trailer trucks,2025-03-19,Amritsar,Vijayawada,50,1774.66,1,29243.99,1381.11
Container trucks,2025-06-07,Jamshedpur,Jodhpur,40,1387.8,2,25899.97,1551.35
Heavy Commercial Vehicles,2023-06-02,Rajkot,Raipur,30,1125.59,2,19546.3,1456.57
Light Commercial Vehicles,2023-12-12,Bilaspur,Indore,10,650.8,0,8139.73,900.04
Medium Commercial Vehicles,2023-08-03,Patna,Solapur,20,1297.22,2,18484.12,1330.99
Container trucks,2023-01-24,Surat,Kolkata,40,1612.14,0,23576.99,1222.45
Light Commercial Vehicles,2024-01-20,Kolhapur,Kanpur,10,1249.18,0,12518.04,813.71
Container trucks,2024-08-06,Rajkot,Allahabad,40,1176.67,2,24032.69,1498.82
Light Commercial Vehicles,2024-12-17,Jhansi,Jaipur,10,321.86,0,5650.38,975.33
Light Commercial Vehicles,2025-11-11,Visakhapatnam,Kolhapur,10,960.8,3,10910.74,953.26
Light Commercial Vehicles,2025-03-12,Warangal,Hyderabad,10,134.6,1,4333.47,1132.26
Heavy Commercial Vehicles,2025-11-22,Kolkata,Vellore,30,1448.3,3,20909.98,1151.03
Trailer trucks,2025-09-26,Kozhikode,Mumbai,50,919.42,3,22532.49,1695.37
Container trucks,2024-08-02,Jabalpur,Madurai,40,1480.45,2,26082.65,1490.51
Trailer trucks,2023-10-01,Jhansi,Indore,50,409.03,3,18754.2,1643.44
Container trucks,2025-05-12,Mumbai,Ludhiana,40,1343.71,1,22276.06,1399.24
Light Commercial Vehicles,2023-01-21,Bilaspur,Jabalpur,10,252.86,0,5128.78,957.69
Trailer trucks,2025-01-30,Jodhpur,Lucknow,50,792.18,0,20234.03,1486.49
Medium Commercial Vehicles,2024-01-30,Allahabad,Mumbai,20,1161.46,0,14984.92,1057.0
Light Commercial Vehicles,2023-12-07,Bilaspur,Ludhiana,10,1160.2,0,11353.31,810.26
Medium Commercial Vehicles,2025-05-23,Ranchi,Vellore,20,1325.84,1,16362.55,1121.4
Heavy Commercial Vehicles,2025-11-01,Nagpur,Bilaspur,30,332.55,3,11309.01,1396.96
Container trucks,2025-11-05,Gwalior,Guwahati,40,1354.25,3,22796.83,1465.79
Trailer trucks,2025-09-28,Coimbatore,Hyderabad,50,723.69,3,20716.09,1721.55
Heavy Commercial Vehicles,2025-08-16,Ranchi,Bhopal,30,807.76,2,16956.76,1534.17
Heavy Commercial Vehicles,2025-10-22,Dhanbad,Warangal,30,959.21,3,17000.33,1230.39
Heavy Commercial Vehicles,2025-05-20,Allahabad,Bhavnagar,30,1069.31,1,17429.05,1278.92
Trailer trucks,2025-10-19,Guwahati,Delhi,50,1461.85,3,27083.44,1502.73
Trailer trucks,2023-07-05,Nashik,Ahmedabad,50,357.93,2,19418.23,1973.36
Light Commercial Vehicles,2025-03-15,Hubli,Lucknow,10,1407.23,1,13883.99,940.62
Medium Commercial Vehicles,2024-09-18,Jamshedpur,Vijayawada,20,908.3,3,12891.58,1235.56
Heavy Commercial Vehicles,2024-12-15,Bilaspur,Mangalore,30,1275.1,0,18472.98,1149.53
Heavy Commercial Vehicles,2025-01-28,Jamshedpur,Meerut,30,1091.88,0,16979.78,1198.71
Heavy Commercial Vehicles,2024-05-19,Dhanbad,Surat,30,1428.72,1,20645.82,1176.22
Heavy Commercial Vehicles,2023-08-12,Indore,Kolkata,30,1285.21,2,20863.18,1489.49
Trailer trucks,2023-06-29,Delhi,Coimbatore,50,1948.33,2,33456.62,1466.92
Container trucks,2025-05-27,Nashik,Udaipur,40,508.1,1,16061.02,1629.82
Medium Commercial Vehicles,2023-12-13,Lucknow,Patna,20,441.21,0,9045.07,1126.4
Trailer trucks,2024-01-29,Mumbai,Jhansi,50,917.29,0,21142.28,1434.46
Light Commercial Vehicles,2023-09-06,Gwalior,Jabalpur,10,382.69,3,5796.62,1090.61
Medium Commercial Vehicles,2023-11-28,Delhi,Guwahati,20,1461.85,3,17607.26,1141.29
Light Commercial Vehicles,2024-05-30,Patna,Bangalore,10,1605.46,1,15856.04,887.71
Trailer trucks,2023-02-17,Meerut,Ludhiana,50,277.39,0,16695.68,1499.71
Trailer trucks,2024-06-25,Jabalpur,Amritsar,50,1064.05,2,25777.0,1731.33
Heavy Commercial Vehicles,2023-06-16,Jodhpur,Mangalore,30,1487.48,2,23028.46,1354.23
Light Commercial Vehicles,2024-09-01,Chennai,Ahmedabad,10,1368.41,3,13596.5,1012.65
Heavy Commercial Vehicles,2023-01-01,Jaipur,Gwalior,30,250.75,0,10395.97,1254.1
Medium Commercial Vehicles,2025-06-01,Coimbatore,Visakhapatnam,20,1000.17,2,15478.24,1232.04
Medium Commercial Vehicles,2024-10-31,Agra,Allahabad,20,429.03,3,8956.86,1247.65
Medium Commercial Vehicles,2024-03-15,Bhopal,Bilaspur,20,503.16,1,9609.11,1157.43
Container trucks,2024-12-21,Kanpur,Warangal,40,941.16,0,18105.45,1281.35
Medium Commercial Vehicles,2024-05-24,Delhi,Raipur,20,929.54,1,12957.73,1240.38
Medium Commercial Vehicles,2023-03-15,Kolhapur,Thiruvananthapuram,20,951.09,1,13626.4,1249.81
Medium Commercial Vehicles,2025-09-09,Ahmedabad,Meerut,20,836.74,3,12855.81,1123.94
Light Commercial Vehicles,2025-04-20,Ahmedabad,Kozhikode,10,1345.77,1,14237.31,883.38
Container trucks,2023-04-26,Delhi,Jaipur,40,234.93,1,13706.94,1581.98
Heavy Commercial Vehicles,2025-11-06,Pune,Bhavnagar,30,400.93,3,12554.55,1337.26
Container trucks,2024-08-30,Lucknow,Agra,40,293.87,2,15632.23,1778.79
Container trucks,2023-12-12,Guwahati,Tiruchirappalli,40,2183.35,0,27858.53,1057.72
Light Commercial Vehicles,2025-11-14,Warangal,Bhavnagar,10,884.75,3,10438.39,1059.75
Light Commercial Vehicles,2025-06-04,Jabalpur,Hyderabad,10,660.54,2,9336.03,1139.06
Heavy Commercial Vehicles,2023-03-05,Mumbai,Patna,30,1453.49,1,20612.44,1183.75
Trailer trucks,2023-11-10,Visakhapatnam,Dehradun,50,1494.49,3,26678.09,1559.16
Light Commercial Vehicles,2023-03-08,Meerut,Pune,10,1223.34,1,12582.59,954.91
Medium Commercial Vehicles,2023-10-31,Nagpur,Amritsar,20,1235.5,3,15953.42,1183.79
Light Commercial Vehicles,2025-01-23,Dhanbad,Hyderabad,10,1090.14,0,11584.31,764.53
Heavy Commercial Vehicles,2023-10-23,Kanpur,Bhavnagar,30,979.86,3,16822.92,1288.15
Container trucks,2025-03-06,Kolhapur,Madurai,40,859.52,1,18515.29,1441.6
Heavy Commercial Vehicles,2025-02-18,Pune,Jabalpur,30,820.31,0,15219.91,1222.3
Heavy Commercial Vehicles,2025-07-13,Nagpur,Nanded,30,289.01,2,12248.06,1549.1
Medium Commercial Vehicles,2024-05-21,Coimbatore,Nanded,20,899.51,1,13462.12,1163.5
Trailer trucks,2025-09-01,Kanpur,Jodhpur,50,729.75,3,20840.67,1689.66
Medium Commercial Vehicles,2025-08-27,Bangalore,Nanded,20,683.04,2,12626.28,1390.4
Heavy Commercial Vehicles,2023-11-24,Dhanbad,Bangalore,30,1517.77,3,20832.01,1249.16
Medium Commercial Vehicles,2023-01-05,Kozhikode,Surat,20,1141.12,0,14534.21,914.82
Medium Commercial Vehicles,2023-10-04,Meerut,Chennai,20,1780.57,3,20645.35,899.99
Heavy Commercial Vehicles,2025-10-05,Surat,Allahabad,30,1035.72,3,17014.8,1213.79
Trailer trucks,2025-09-23,Nagpur,Raipur,50,264.14,3,16985.62,1731.19
Heavy Commercial Vehicles,2023-04-07,Kolkata,Jhansi,30,1045.93,1,17566.59,1307.09
Container trucks,2025-04-05,Delhi,Bhopal,40,593.51,1,17040.89,1544.63
Container trucks,2023-06-17,Vellore,Meerut,40,1785.19,2,28899.86,1491.78
Trailer trucks,2024-07-07,Nagpur,Kanpur,50,600.96,2,21433.63,1739.96
Trailer trucks,2024-04-20,Patna,Delhi,50,854.2,1,21692.72,1625.06
Light Commercial Vehicles,2024-03-15,Kolhapur,Delhi,10,1353.39,1,13769.42,1002.66
Medium Commercial Vehicles,2023-08-25,Gwalior,Tiruchirappalli,20,1708.61,2,21486.4,1134.59
Container trucks,2025-04-01,Jhansi,Ranchi,40,722.31,1,17597.57,1423.08
Medium Commercial Vehicles,2023-12-15,Nashik,Jabalpur,20,732.02,0,11070.6,1130.42
Trailer trucks,2023-05-29,Dehradun,Nanded,50,1240.3,1,24687.33,1457.3
Trailer trucks,2023-10-28,Dhanbad,Vijayawada,50,1007.96,3,23389.14,1614.93
Trailer trucks,2023-02-06,Kanpur,Nashik,50,978.87,0,21551.61,1458.61
Trailer trucks,2024-01-01,Chennai,Rajkot,50,1430.92,0,25601.94,1292.3
Medium Commercial Vehicles,2024-09-13,Chennai,Solapur,20,689.87,3,11099.7,1151.13
Heavy Commercial Vehicles,2025-02-18,Kanpur,Jhansi,30,208.58,0,9998.92,1334.74
Trailer trucks,2025-04-17,Jhansi,Bilaspur,50,521.29,1,18777.39,1595.99
Heavy Commercial Vehicles,2024-09-13,Jodhpur,Pune,30,859.0,3,15964.99,1275.56
Medium Commercial Vehicles,2023-07-07,Hyderabad,Ranchi,20,970.54,2,15159.06,1309.57
Container trucks,2023-07-13,Jhansi,Madurai,40,1718.8,2,28194.46,1392.75
Trailer trucks,2024-12-29,Nashik,Dhanbad,50,1371.59,0,24628.36,1339.81
Container trucks,2025-12-21,Surat,Ahmedabad,40,206.85,0,13025.07,1450.26
Light Commercial Vehicles,2023-01-14,Agra,Rajkot,10,906.68,0,9413.9,884.33
Container trucks,2025-05-01,Agra,Jhansi,40,199.49,1,13761.22,1677.39
Heavy Commercial Vehicles,2023-11-16,Bhavnagar,Rajkot,30,151.6,3,10506.62,1377.95
Light Commercial Vehicles,2024-02-29,Vadodara,Nanded,10,555.83,0,7554.47,857.91
Light Commercial Vehicles,2024-08-22,Vadodara,Delhi,10,807.42,2,10223.21,1125.5
Container trucks,2025-04-05,Amritsar,Bilaspur,40,1280.72,1,21857.34,1470.16
Medium Commercial Vehicles,2025-05-08,Indore,Jabalpur,20,426.5,1,9678.83,1320.72
Light Commercial Vehicles,2024-04-25,Hyderabad,Kolkata,10,1182.01,1,12828.04,967.24
Light Commercial Vehicles,2023-04-18,Jamshedpur,Chennai,10,1245.6,1,13042.81,1018.24
Medium Commercial Vehicles,2025-11-07,Agra,Delhi,20,177.64,3,7265.99,1325.14
Medium Commercial Vehicles,2024-06-30,Indore,Amritsar,20,992.58,2,15275.18,1317.42
Trailer trucks,2023-04-03,Kozhikode,Bhopal,50,1339.47,1,25556.78,1501.77
Trailer trucks,2025-07-11,Visakhapatnam,Indore,50,949.54,2,24781.41,1857.12
Heavy Commercial Vehicles,2023-05-28,Patna,Ludhiana,30,1083.37,1,17398.01,1198.66
Trailer trucks,2023-10-08,Gwalior,Ahmedabad,50,669.31,3,20224.86,1584.74
Heavy Commercial Vehicles,2025-08-23,Jhansi,Jamshedpur,30,829.27,2,17261.29,1435.91
Trailer trucks,2023-05-07,Bhavnagar,Mumbai,50,307.13,1,17727.56,1666.32
Medium Commercial Vehicles,2024-01-18,Lucknow,Raipur,20,623.61,0,9943.7,985.31
Light Commercial Vehicles,2024-08-05,Jabalpur,Amritsar,10,1064.05,2,12476.31,1044.61
Heavy Commercial Vehicles,2025-08-07,Madurai,Bhavnagar,30,1457.15,2,22561.7,1358.91
Container trucks,2023-05-08,Warangal,Kolkata,40,1047.45,1,20773.0,1475.16
Medium Commercial Vehicles,2025-05-14,Guwahati,Jamshedpur,20,671.81,1,11729.07,1260.65
Trailer trucks,2025-11-12,Agra,Allahabad,50,429.03,3,18399.16,1684.48
Medium Commercial Vehicles,2024-09-18,Amritsar,Udaipur,20,789.39,3,12539.32,1108.12
Light Commercial Vehicles,2024-12-26,Kolkata,Ranchi,10,324.66,0,4996.52,1079.93
Trailer trucks,2024-10-27,Ahmedabad,Amritsar,50,980.94,3,22386.11,1675.35
Medium Commercial Vehicles,2025-08-16,Nashik,Ahmedabad,20,357.93,2,10087.52,1397.24
Trailer trucks,2025-03-14,Bhavnagar,Solapur,50,601.08,1,19502.5,1655.62
Medium Commercial Vehicles,2024-02-10,Nashik,Rajkot,20,401.85,0,9051.93,1185.21
Trailer trucks,2024-09-14,Dhanbad,Bangalore,50,1517.77,3,26986.62,1473.84
Medium Commercial Vehicles,2024-02-12,Lucknow,Jamshedpur,20,694.73,0,11119.72,1100.81
Light Commercial Vehicles,2024-03-04,Visakhapatnam,Dehradun,10,1494.49,1,15270.84,998.09
Trailer trucks,2025-03-02,Coimbatore,Jodhpur,50,1734.91,1,29072.75,1386.94
Medium Commercial Vehicles,2025-09-24,Tiruchirappalli,Lucknow,20,1792.85,3,20629.05,989.45
Medium Commercial Vehicles,2025-03-12,Pune,Coimbatore,20,894.69,1,12782.79,1232.16
Container trucks,2025-09-17,Hyderabad,Udaipur,40,938.88,3,19404.64,1491.64
Trailer trucks,2025-01-07,Indore,Tiruchirappalli,50,1354.49,0,24689.29,1346.46
Trailer trucks,2025-01-11,Rajkot,Mumbai,50,417.68,0,17804.92,1580.25
Trailer trucks,2024-01-14,Vijayawada,Madurai,50,777.88,0,20086.34,1555.49
Container trucks,2025-09-07,Dhanbad,Jamshedpur,40,112.2,3,13038.3,1606.05
Medium Commercial Vehicles,2025-07-20,Dehradun,Vijayawada,20,1552.56,2,20123.61,1129.84
Heavy Commercial Vehicles,2025-04-13,Udaipur,Gwalior,30,484.77,1,13217.82,1436.92
Light Commercial Vehicles,2025-10-03,Jabalpur,Bhopal,10,263.58,3,5478.46,1173.85
Heavy Commercial Vehicles,2023-08-03,Allahabad,Ahmedabad,30,978.97,2,18154.77,1421.73
Medium Commercial Vehicles,2024-09-13,Ranchi,Guwahati,20,720.17,3,11327.09,1137.31
Trailer trucks,2023-03-26,Visakhapatnam,Madurai,50,1020.19,1,22756.55,1633.59
Light Commercial Vehicles,2025-11-27,Mangalore,Ranchi,10,1597.43,3,15866.03,916.11
Container trucks,2023-08-20,Mangalore,Ahmedabad,40,1144.61,2,22940.89,1595.62
Medium Commercial Vehicles,2024-09-21,Mangalore,Vellore,20,464.09,3,10202.61,1254.41
Trailer trucks,2023-11-03,Amritsar,Chennai,50,2127.36,3,31757.63,1375.52
Medium Commercial Vehicles,2025-03-25,Dehradun,Madurai,20,2257.64,1,24302.41,932.42
Light Commercial Vehicles,2024-10-09,Mumbai,Thiruvananthapuram,10,1246.97,3,12643.81,893.59
Trailer trucks,2023-06-22,Jhansi,Gwalior,50,93.65,2,17307.66,1992.23
Light Commercial Vehicles,2024-01-15,Mumbai,Amritsar,10,1405.5,0,13635.36,693.57
Container trucks,2023-08-25,Jamshedpur,Vijayawada,40,908.3,2,20782.94,1596.31
Trailer trucks,2025-08-07,Jamshedpur,Bhavnagar,50,1452.04,2,29459.33,1740.35
Trailer trucks,2025-10-05,Nanded,Nagpur,50,289.01,3,16837.06,1819.78
Medium Commercial Vehicles,2024-08-27,Meerut,Thiruvananthapuram,20,2266.37,2,26309.71,1073.56
Container trucks,2024-05-08,Bangalore,Vadodara,40,1134.15,1,20647.12,1503.81
Container trucks,2024-03-04,Vijayawada,Pune,40,754.76,1,18136.4,1465.75
Light Commercial Vehicles,2023-01-30,Indore,Amritsar,10,992.58,0,10360.28,907.32
Container trucks,2023-12-27,Bhavnagar,Vellore,40,1228.0,0,20871.57,1206.29
Light Commercial Vehicles,2023-12-31,Warangal,Indore,10,653.9,0,7328.91,907.66
Light Commercial Vehicles,2025-03-03,Allahabad,Vadodara,10,947.86,1,10362.19,929.84
Medium Commercial Vehicles,2025-09-12,Coimbatore,Ranchi,20,1627.0,3,19432.85,1115.5
Medium Commercial Vehicles,2024-12-28,Nagpur,Surat,20,649.83,0,10616.67,1002.45
Trailer trucks,2025-08-04,Hyderabad,Vellore,50,499.29,2,20554.08,1832.79
Trailer trucks,2025-07-06,Nanded,Visakhapatnam,50,643.44,2,22150.46,1724.83
Heavy Commercial Vehicles,2024-04-06,Mangalore,Gwalior,30,1513.37,1,21210.41,1108.66
Container trucks,2024-09-24,Udaipur,Pune,40,671.71,3,17089.72,1522.58
Heavy Commercial Vehicles,2024-05-12,Vijayawada,Ahmedabad,30,1111.59,1,18290.98,1366.65
Medium Commercial Vehicles,2023-07-11,Jamshedpur,Vijayawada,20,908.3,2,14484.95,1398.49
Light Commercial Vehicles,2023-03-14,Allahabad,Bilaspur,10,372.92,1,5718.45,1122.97
Container trucks,2023-01-29,Madurai,Solapur,40,888.54,0,17890.9,1276.28
Trailer trucks,2023-06-27,Kolkata,Guwahati,50,523.02,2,20826.43,1856.85
Light Commercial Vehicles,2025-01-04,Vellore,Patna,10,1538.12,0,14092.43,754.04
Trailer trucks,2025-09-13,Rajkot,Dehradun,50,1143.54,3,24063.15,1506.33
Medium Commercial Vehicles,2023-03-18,Gwalior,Udaipur,20,484.77,1,10028.11,1245.97
Trailer trucks,2024-01-05,Jamshedpur,Dhanbad,50,112.2,0,15434.66,1606.41
Container trucks,2025-09-29,Nagpur,Hubli,40,764.84,3,18177.85,1557.3
Heavy Commercial Vehicles,2025-05-14,Madurai,Thiruvananthapuram,30,202.28,1,10998.45,1424.32
Container trucks,2024-01-12,Vellore,Raipur,40,959.88,0,18457.06,1213.99
Container trucks,2023-04-23,Mumbai,Kolkata,40,1656.86,1,25642.9,1311.53
Light Commercial Vehicles,2023-08-25,Kozhikode,Surat,10,1141.12,2,12947.7,1188.78
Medium Commercial Vehicles,2023-04-23,Hyderabad,Mumbai,20,622.02,1,11385.2,1171.58
Container trucks,2025-04-19,Mangalore,Gwalior,40,1513.37,1,24481.88,1249.96
Heavy Commercial Vehicles,2025-01-14,Guwahati,Rajkot,30,2165.9,0,24996.58,926.96
Medium Commercial Vehicles,2023-03-28,Kolhapur,Vadodara,20,630.09,1,11283.81,1140.09
Container trucks,2023-01-27,Nashik,Visakhapatnam,40,1025.89,0,19691.93,1212.24
Heavy Commercial Vehicles,2025-10-14,Madurai,Vellore,30,348.86,3,11609.82,1384.51
Container trucks,2025-12-25,Jhansi,Allahabad,40,329.7,0,13680.19,1480.15
Container trucks,2024-05-25,Pune,Jabalpur,40,820.31,1,18490.97,1475.59
Heavy Commercial Vehicles,2025-07-08,Ludhiana,Raipur,30,1214.43,2,20369.82,1496.59
Medium Commercial Vehicles,2023-04-30,Bhopal,Kozhikode,20,1339.47,1,16716.63,1035.02
Heavy Commercial Vehicles,2025-05-17,Vijayawada,Vellore,30,429.4,1,12644.06,1505.84
Heavy Commercial Vehicles,2025-08-06,Kozhikode,Dhanbad,30,1788.08,2,25745.01,1193.93
Medium Commercial Vehicles,2024-02-02,Hubli,Rajkot,20,892.81,0,12485.15,943.4
Trailer trucks,2025-03-06,Thiruvananthapuram,Dhanbad,50,1969.61,1,30304.74,1310.94
Light Commercial Vehicles,2023-10-27,Bilaspur,Raipur,10,105.89,3,3586.88,1122.99
Medium Commercial Vehicles,2023-12-12,Mangalore,Kozhikode,20,208.94,0,6962.8,1126.33
Medium Commercial Vehicles,2024-08-11,Kozhikode,Thiruvananthapuram,20,327.98,2,8991.06,1445.35
Heavy Commercial Vehicles,2025-03-22,Bhavnagar,Ahmedabad,30,145.85,1,10400.24,1563.32
Container trucks,2023-05-15,Mumbai,Kanpur,40,1118.72,1,21015.59,1425.94
Trailer trucks,2025-08-08,Amritsar,Kolhapur,50,1654.83,2,30853.14,1552.12
Container trucks,2023-05-31,Nashik,Indore,40,369.9,1,14845.13,1480.94
Light Commercial Vehicles,2023-01-22,Vijayawada,Tiruchirappalli,10,666.37,0,7501.01,885.78
Heavy Commercial Vehicles,2024-09-19,Lucknow,Pune,30,1174.48,3,18516.24,1242.67
Medium Commercial Vehicles,2025-11-18,Gwalior,Hubli,20,1242.98,3,15860.2,1023.68
Heavy Commercial Vehicles,2025-12-12,Madurai,Visakhapatnam,30,1020.19,0,16520.18,1105.01
Trailer trucks,2024-06-24,Surat,Udaipur,50,388.87,2,20093.31,1895.59
Heavy Commercial Vehicles,2023-07-17,Vijayawada,Amritsar,30,1774.66,2,25535.95,1234.74
Container trucks,2025-11-08,Lucknow,Coimbatore,40,1801.6,3,26697.8,1304.75
Trailer trucks,2024-06-22,Bilaspur,Pune,50,950.5,2,24438.45,1842.03
Container trucks,2023-06-01,Pune,Solapur,40,236.94,2,15765.08,1777.59
Light Commercial Vehicles,2025-03-21,Kolhapur,Nagpur,10,708.45,1,8270.45,1157.07
Light Commercial Vehicles,2024-01-29,Visakhapatnam,Hyderabad,10,503.51,0,7039.07,935.88
Container trucks,2023-11-09,Jhansi,Ludhiana,40,660.15,3,17293.61,1600.73
Trailer trucks,2024-07-31,Mangalore,Solapur,50,537.11,2,21162.78,1855.55
Container trucks,2024-04-30,Allahabad,Jaipur,40,627.34,1,16640.36,1534.48
Heavy Commercial Vehicles,2024-08-11,Bilaspur,Meerut,30,885.07,2,17651.23,1534.65
Medium Commercial Vehicles,2024-02-12,Visakhapatnam,Udaipur,20,1247.58,0,15238.07,1038.88
Medium Commercial Vehicles,2023-10-20,Mangalore,Amritsar,20,2073.06,3,22473.08,895.45
Heavy Commercial Vehicles,2024-01-25,Jhansi,Surat,30,754.06,0,14658.05,1160.08
Light Commercial Vehicles,2025-08-01,Gwalior,Patna,10,700.19,2,9165.96,1288.65
Trailer trucks,2025-03-26,Pune,Thiruvananthapuram,50,1154.99,1,24104.38,1595.33
Trailer trucks,2025-11-28,Bilaspur,Solapur,50,815.73,3,21322.07,1644.63
Light Commercial Vehicles,2024-04-14,Patna,Pune,10,1402.22,1,14451.8,946.36
Medium Commercial Vehicles,2024-07-16,Warangal,Amritsar,20,1585.66,2,20195.94,1259.79
Trailer trucks,2024-05-26,Raipur,Mumbai,50,945.9,1,22284.66,1709.53
Light Commercial Vehicles,2023-05-05,Bilaspur,Jodhpur,10,1034.26,1,11629.2,1086.0
Trailer trucks,2023-02-11,Dehradun,Kanpur,50,484.14,0,18281.94,1562.75
Trailer trucks,2023-02-22,Dehradun,Nanded,50,1240.3,0,23244.98,1304.11
Container trucks,2023-09-27,Jabalpur,Patna,40,586.84,3,16314.24,1612.87
Medium Commercial Vehicles,2024-01-16,Jamshedpur,Tiruchirappalli,20,1550.38,0,17080.21,957.92
Container trucks,2024-09-05,Nagpur,Dehradun,40,1021.47,3,20065.42,1417.46
Light Commercial Vehicles,2024-03-23,Jhansi,Kolkata,10,1045.93,1,11611.46,1002.02
Medium Commercial Vehicles,2023-12-25,Warangal,Udaipur,20,952.39,0,12880.63,961.07
Medium Commercial Vehicles,2024-04-08,Thiruvananthapuram,Vellore,20,541.96,1,10064.61,1325.49
Container trucks,2024-01-09,Jhansi,Indore,40,409.03,0,14707.83,1458.41
Container trucks,2023-09-12,Jabalpur,Dhanbad,40,661.7,3,17611.29,1583.83
Trailer trucks,2025-04-23,Rajkot,Thiruvananthapuram,50,1660.16,1,28724.15,1414.56
Container trucks,2025-03-31,Meerut,Guwahati,40,1419.82,1,23446.57,1407.16
Heavy Commercial Vehicles,2025-07-05,Jhansi,Madurai,30,1718.8,2,25341.93,1389.72
Light Commercial Vehicles,2023-07-29,Guwahati,Hyderabad,10,1676.97,2,17974.13,962.42
Medium Commercial Vehicles,2024-11-20,Kolkata,Meerut,20,1282.46,3,16667.24,1062.15
Light Commercial Vehicles,2023-06-04,Hyderabad,Udaipur,10,938.88,2,11441.52,1123.1
Heavy Commercial Vehicles,2025-04-26,Mumbai,Jaipur,30,917.57,1,16170.49,1346.44
Trailer trucks,2023-02-11,Ludhiana,Jamshedpur,50,1363.11,0,24973.28,1463.06
Trailer trucks,2024-09-03,Dehradun,Allahabad,50,658.36,3,20299.89,1599.66
Container trucks,2023-01-11,Jamshedpur,Warangal,40,872.32,0,18388.35,1385.18
Medium Commercial Vehicles,2023-09-15,Indore,Vijayawada,20,851.62,3,12389.17,1241.19
Light Commercial Vehicles,2025-09-26,Jaipur,Udaipur,10,331.33,3,5172.3,1101.59
Light Commercial Vehicles,2025-06-17,Nashik,Kozhikode,10,990.22,2,12479.64,1095.25
Light Commercial Vehicles,2023-11-08,Jhansi,Mangalore,10,1441.13,3,14064.64,871.86
Trailer trucks,2024-02-22,Vijayawada,Warangal,50,197.76,0,15476.5,1561.12
Container trucks,2023-11-24,Raipur,Jodhpur,40,1036.25,3,20738.94,1449.88
Container trucks,2024-04-08,Mangalore,Thiruvananthapuram,40,536.26,1,16083.19,1499.79
Container trucks,2023-06-26,Warangal,Vellore,40,562.3,2,17703.05,1731.84
Light Commercial Vehicles,2025-02-16,Kozhikode,Bhavnagar,10,1225.25,0,12385.63,882.56
